TRANSTEXT 6.9.999.8
PRIMARY_LANGID 9
English Text	Translated Text	Item Type
  "TodoList (.tdl)"	""	"combobox.1316"
"Treat tasks with the following tag as 'Milestones'"	""	"checkbox.16020"
"Type"	""	"text"
"Update preferences defaults"	""	"checkbox.1440"
"Updating language file..."	""	"text"
"Upload Progress (%d%%)"	""	"dialog"
"Upload Progress"	""	"dialog"
"Uploading '%s' to '%s'"	""	"text"
"View Task Log File"	""	"menu.33057"
"Web Page (.html)|Web Pages (*.html, *.htm)|*.html;*.htm||"	""	"text"
"Wrapped"	""	"radiobutton.1055"
"XML (.xml)|XML Files (*.xml)|*.xml||"	""	"text"
"You must include 'Title' in your column mapping."	""	"text"
"\n-ab <alloc by>\tSets the 'Allocated By' for the currently selected task\n-s <status>\tSets the 'Status' for the currently selected task\n-p <priority>\tSets the 'Priority' for the currently selected task\n-r <risk>\tSets the 'Risk' for the currently selected task\n-tg <tags>\tSets the 'Tag(s)' for the currently selected task\n-dp <id>\tSets the 'Dependency(s)' for the currently selected task\n-te <hrs>\tSets the 'Time Estimate' for the currently selected task\n-ts <hrs>\tSets the 'Time Spent' for the currently selected task\n-fr <path>\tSets the 'File Link' for the currently selected task"	""	"text"
"\n-cs <cost>\tSets the 'Cost' for the currently selected task\n-md <date>\tSets the 'Creation Date' of the newly created task\n-sd <date>\tSets the 'Start Date' for the currently selected task\n-dd <date>\tSets the 'Due Date' for the currently selected task\n-cd <date>\tSets the 'Completion Date' for the currently selected task"	""	"text"
"\n-cs <cost>\tSets the 'Cost' for the currently selected task\n-md <date>\tSets the 'Creation Date' of the newly created task\n-sd <date>\tSets the 'Start Date' for the currently selected task\n-dd <date>\tSets the 'Due Date' for the currently selected task\n-cd <date>\tSets the 'Completion Date' for the currently selected task\n"	""	"text"
"\n-nt <title>\tCreates a new task in the active tasklist with the specified title\n-pid <id>\tSpecifies the parent task in which to create the new task\n-bid <id>\tSpecifies the sibling task after which to create the new task\n-tid <id>\tSelects the task in the active tasklist\n-cm <comments>\tAdds to the 'Comments' for the currently selected task\n-tv <version>\tSets the 'Version' for the currently selected task\n-xid <ext_id>\tSets the 'external ID' for the currently selected task\n-c <categories>\tSets the 'Category(s) for the currently selected task\n-at <alloc to>\tSets the 'Allocated To(s)' for the currently selected task"	""	"text"
"\n\n(ATTENTION: One or more of these tasks has subtasks which will also be deleted)"	"\n\n(ATTENTION: Une ou plus de ces tâches ont des sous-tâches qui vont aussi être supprimées)"	"text"
"\n\n(ATTENTION: This task has subtasks which will also be deleted)"	"\n\n(ATTENTION: Cette tâche a des sous-tâches qui vont aussi être supprimées)"	"text"
"iCalendar (.ics)"	""	"combobox.1115"
  "iCalendar (.ics)"	""	"combobox.1316"
"tab-stops"	"Taquets de tabulation"	"label"
TRANSLATED
"% Complete"	"% &Accompli"	"label.122"
  "% Complete"	""	"text"
"%0.1f Kb downloaded so far (%0.1f Kb remaining)"	"%0.1f Kb téléchargés (%0.1f Kb restants)"	"text"
"%d / %d tasks"	"%d / %d tâches"	"text"
"%d task(s) selected"	"%d tâche(s) sélectionnée(s)"	"text"
"%d"	"%d"	"text"
"%s (Custom)"	"%s (Personnalisé)"	"text"
"%s (Custom, Relative)"	"%s (Personnalisé, Relatif)"	"text"
"%s [%s]"	"%s [%s]"	"text"
"'%s' could not be checked out.\n\nPlease check that it has not been moved or deleted and that you have the required access rights."	"'%s' ne peut être déverrouillé.\n_nVeuillez vérifier qu'il n'a pas été déplacé ou supprimé et que vous avez les droits d'accès."	"text"
"'%s' could not be checked out\nbecause it is currently checked out to '%s'"	"'%s' ne peut être déverrouillé\ncar il est actuellement verrouillé par '%s'"	"text"
"'%s' could not be found."	"'%s' n'a pas été trouvé."	"text"
"'%s' could not be opened (%d).\n\nPlease check that the file exists and that you have the appropriate access rights before trying again."	"'%s' n'a pas pu être ouvert (%d).\n\nVérifiez que le fichier existe et que vous avez les droits d'accès appropriés avant d'essayer à nouveau."	"text"
"'%s' could not be opened because access to the file was denied. \n\nPlease check that you have the required permissions and try again."	"'%s' ne peut être ouvert car l'accès au fichier est refusé. \n\nVeuillez vérifier que vous avez les droits requis et essayez de nouveau."	"text"
"'%s' could not be opened because access to the file was denied.\n\nPlease check that you have the required permissions and try again."	"'%s' n'a pas pu être ouvert parce que l'accès au dossier a été refusé.\n\nVeuillez vérifier que vous disposez des autorisations requises et essayez à nouveau."	"text"
"'%s' could not be opened because another user\n(or application) is currently accessing the file.\n\nPlease try again in a moment."	"'%s' ne peut être ouvert car un autre utilisateur\n(ou application) utilise actuellement le fichier.\n\nVeuillez réessayer dans un moment."	"text"
"'%s' could not be opened because it contains \nmalformed XML that the MSXML component could not interpret."	"'%s' ne peut être ouvert car il contient \n des balises XML mal formatées que le module MSXML ne peut interpréter."	"text"
"'%s' could not be opened because it is encrypted and you do not have the encryption component installed.\n\nPlease contact AbstractSpoon Software for more information."	"'%s' ne peut être ouvert car il est crypté et que vous n'avez pas de module de cryptage n'est pas installé.\n\n Veuillez contacter AbstractSpoon Software pour plus d'informations."	"text"
"'%s' could not be opened because the method of encryption could not be determined."	"'%s' ne peut être ouvert car la méthode de cryptage ne peut être déterminée."	"text"
"'%s' could not be opened due to an unexpected error (%d)."	"'%s' ne peut être ouvert à cause d'une erreur inattendue (%d)."	"text"
"'%s' could not be saved because access to the file was denied. \n\nWould you like to try an alternative filename?"	"'%s' ne peut être sauvegardé car l'accès au fichier est refusé.\n\nVoulez-vous essayez avec un nom de fichier différent ?"	"text"
"'%s' could not be saved because access to the file was denied.\n\nPlease select another filename."	"'%s' n'a pas pu être sauvé parce que l'accès au fichierdossier a été refusé.\n\nVeuillez sélectionner un autre nom de fichier."	"text"
"'%s' could not be saved because another user\n(or application) is currently accessing the file.\n\nPlease try again in a moment."	"'%s' ne peut être sauvegardé car un autre utilisateur\n(ou application) utilise actuellement le fichier.\n\nVeuillez réessayer dans un moment."	"text"
"'%s' could not be saved because the file is read-only.\n\nPlease select another filename."	"'%s' n'a pas pu être sauvé parce que le fichier est en lecture seule.\n\nVeuillez sélectionner un autre nom de fichier."	"text"
"'%s' could not be saved due to an unexpected error (%d)."	"'%s' ne peut être sauvegardé à cause d'une erreur inattendue (%d)."	"text"
"'%s' could not be saved due to insufficient disk space.\n\nPlease select another filename."	"'%s' n'a pas pu être sauvegardé à cause d'un manque d'espace disque.\n\n.Veuillez sauvegarder ailleurs."	"text"
"'%s' does not appear to be a valid tasklist."	"'%s' ne semble pas être une Liste de Tâches valide."	"text"
"'%s' has no tasks due by the end of next month"	"'%s' n'a pas de tâche prévue pour la fin du mois prochain"	"text"
"'%s' has no tasks due by the end of next week"	"'%s' n'a pas de tâche prévue pour la fin de la semaine prochaine"	"text"
"'%s' has no tasks due by the end of this month"	"'%s' n'a pas de tâche prévue pour la fin de ce mois"	"text"
"'%s' has no tasks due by the end of this week"	"'%s' n'a pas de tâche prévue pour la fin de cette semaine"	"text"
"'%s' has no tasks due by today"	"'%s' n'a pas de tâche prévue pour aujourd'hui"	"text"
"'%s' has no tasks due by tomorrow"	"'%s' n'a pas de tâche prévue pour demain"	"text"
"'%s' must be checked out before it can be saved."	"'%s' doit être déverrouillé avant d'être sauvegardé."	"text"
"'Due Today' task colour"	"Couleur des tâches 'Prévue ce jour'"	"checkbox.1104"
"'Due' task colour"	"Couleur tâche 'Prévue'"	"checkbox.1103"
"'New Subtask' button places subtask"	"Le bouton 'Nouvelle sous-tâche' place la sous-tâche:"	"label"
"'New Task' button places task"	"Le bouton 'Nouvelle tâche' place la tâche:"	"label"
"'Stack' edit fields and comments when they occupy the same position (left, right or below)"	"'Empiler' les champs d'édition et les commentaires quand ils occupent la même position (gauche, droite ou dessous)"	"checkbox.1453"
"'Started Today' task colour"	"Couleur Tâche 'démarré aujourd'hui'"	"checkbox.1107"
"'Started' task colour"	"Couleur Tâche 'démarré'"	"checkbox.1106"
"'Today' colour"	"Couleur 'Aujourd'hui'"	"checkbox.16005"
"'Weekend' colour"	"Couleur 'Weekend'"	"checkbox.16004"
"(ATTENTION: One or more of these tasks has subtasks which will also be deleted)"	"(ATTENTION : Une ou plusieurs de ces tâches a des sous-tâches qui seront aussi supprimées)"	"text"
"(ATTENTION: This task has subtasks which will also be deleted)"	"(ATTENTION : Cette tâche a des sous-tâches qui seront aussi supprimées)"	"text"
"(Relative)"	"(Relatif)"	"text"
"(completed: %s)"	"(Terminé: %s)"	"text"
"(untitled)"	"(sans-nom)"	"text"
"- unnamed -"	"- sans nom -"	"text"
"...maps to Column Name in File"	"...correspond au nom de colonne dans le fichier"	"sysheader32"
  "...maps to Column Name in File"	""	"text"
"...maps to Task Attribute"	"...correspond à l'attribut de tâche"	"sysheader32"
  "...maps to Task Attribute"	""	"text"
"0 (Lowest)"	"0 (La plus basse)"	"menu.32882"
  "0 (Lowest)"	"0 (Le plus faible)"	"combobox.136"
  "0 (Lowest)"	""	"combobox.1024"
  "0 (Lowest)"	""	"combobox.1025"
  "0 (Lowest)"	"0 (Le plus faible)"	"combobox.1191"
  "0 (Lowest)"	"0 (Le plus faible)"	"combobox.1183"
  "0 (Lowest)"	"0 (Le plus faible)"	"combobox.1032"
  "0 (Lowest)"	"0 (Le plus faible)"	"combobox.113"
"0 (zero) is not a valid task ID"	"0 (zéro) n'est pas un ID de tâche valide"	"text"
"0 minutes"	"0 minutes"	"text"
"1 (Low)"	"1 (Basse)"	"combobox.1032"
  "1 (Low)"	"1 (très Basse)"	"menu.32883"
"1 (Very Low)"	"1 (très Basse)"	"menu.32883"
  "1 (Very Low)"	""	"combobox.1025"
  "1 (Very Low)"	""	"combobox.1024"
  "1 (Very Low)"	"1 (très Faible)"	"combobox.136"
  "1 (Very Low)"	"1 (très Basse)"	"combobox.113"
  "1 (Very Low)"	"1 (très Basse)"	"combobox.1183"
  "1 (Very Low)"	"1 (très Faible)"	"combobox.1191"
"1 Week"	"&1 Semaine"	"menu.32781"
  "1 Week"	""	"combobox.1015"
"1 minute"	"1 minute"	"combobox.1092"
"1 month"	"1 mois"	"combobox.1105"
"1 space"	"1 espace"	"combobox.1029"
"1 task selected (%d)"	"1 tâche sélectionnée (%d)"	"text"
"1. Where do you want ToDoList to store your program settings ?"	"1. Ou voulez vous que ToDoList sauvegarde vos réglages ?"	"label"
"10 (Highest)"	"10 (La plus haute)"	"menu.32892"
  "10 (Highest)"	"10 (Le plus Grand)"	"combobox.113"
  "10 (Highest)"	"10 (Le plus Grand)"	"combobox.1183"
  "10 (Highest)"	""	"combobox.1024"
  "10 (Highest)"	""	"combobox.1025"
  "10 (Highest)"	"10 (Le plus Grand)"	"combobox.1191"
  "10 (Highest)"	"10 (Le plus Grand)"	"combobox.136"
  "10 (Highest)"	"10 (Le plus Grand)"	"combobox.1032"
"10 minutes"	"10 minutes"	"combobox.1092"
"10 pt"	"10 pt"	"combobox.1030"
"10 seconds"	"10 secondes"	"combobox.1164"
"11 pt"	"11 pt"	"combobox.1030"
"12 hours"	"12 heures"	"text"
  "12 hours"	"12 heures"	"combobox.1105"
"12 months / 1 year"	"12 mois / 1 an"	"combobox.1105"
"12 pt"	"12 pt"	"combobox.1030"
"120 seconds"	"120 secondes"	"combobox.1164"
"14 pt"	"14 pt"	"combobox.1030"
"15 minutes"	"15 minutes"	"combobox.1092"
"16 pt"	"16 pt"	"combobox.1030"
"18 pt"	"18 pt"	"combobox.1030"
"2 (Low)"	"2 (Basse)"	"menu.32884"
  "2 (Low)"	"2 (Faible)"	"combobox.136"
  "2 (Low)"	"2 (Basse)"	"combobox.113"
  "2 (Low)"	"2 (Basse)"	"combobox.1032"
  "2 (Low)"	"2 (Basse)"	"combobox.1183"
  "2 (Low)"	"2 (Faible)"	"combobox.1191"
  "2 (Low)"	""	"combobox.1025"
  "2 (Low)"	""	"combobox.1024"
"2 Weeks"	"&2 Semaines"	"menu.32782"
  "2 Weeks"	""	"combobox.1015"
"2 days"	"2 jours"	"text"
  "2 days"	"2 jours"	"combobox.1105"
"2 hours"	"2 heures"	"text"
  "2 hours"	"2 heures"	"combobox.1105"
"2 minutes"	"2 minutes"	"combobox.1092"
"2 months"	"2 mois"	"combobox.1105"
"2 spaces"	"2 espaces"	"combobox.1029"
"2 weeks"	"2 semaines"	"text"
  "2 weeks"	"2 semaines"	"combobox.1105"
"2. Do you want to be able to share your tasklists on a network ?"	"2. Voulez vous pouvoir partager vos listes de tâche en réseau ?"	"label"
"20 minutes"	"20 minutes"	"combobox.1174"
"20 pt"	"20 pt"	"combobox.1030"
"20 seconds"	"20 secondes"	"combobox.1164"
"24 hours / 1 day"	"24 heures / 1 jour"	"text"
  "24 hours / 1 day"	"24 heures / 1 jour"	"combobox.1105"
"3 (Low)"	"3 (Basse)"	"combobox.1032"
  "3 (Low)"	"(Basse)"	"menu.32885"
"3 (Low-Med)"	"3 (Basse-Moy)"	"menu.32885"
  "3 (Low-Med)"	"3 (Faible-Moy)"	"combobox.136"
  "3 (Low-Med)"	"3 (Basse-Moy)"	"combobox.113"
  "3 (Low-Med)"	"3 (Basse-Moy)"	"combobox.1183"
  "3 (Low-Med)"	"3 (Faible-Moy)"	"combobox.1191"
  "3 (Low-Med)"	""	"combobox.1024"
  "3 (Low-Med)"	""	"combobox.1025"
"3 Weeks"	"&3 Semaines"	"menu.32783"
  "3 Weeks"	""	"combobox.1015"
"3 days"	"3 jours"	"text"
  "3 days"	"3 jours"	"combobox.1105"
"3 hours"	"3 heures"	"text"
  "3 hours"	"3 heures"	"combobox.1105"
"3 months"	"3 mois"	"combobox.1105"
"3 weeks"	"3 semaines"	"text"
  "3 weeks"	"3 semaines"	"combobox.1105"
"3. Which columns do you initially want to see ?\n\nNote: You can modify this choice later using  'View > Select Columns'"	"3. Quelle colonnes voulez vous voir initialement ?\n\nNota: Vous pourrez modifier ce choix ultérieurement en utilisant 'Afficher > Sélectionner les colonnes..."	"label"
"30 minutes"	"30 minutes"	"combobox.1174"
"30 seconds"	"30 secondes"	"combobox.1164"
"4 (Medium)"	"4 (Moyenne)"	"menu.32886"
  "4 (Medium)"	""	"combobox.1025"
  "4 (Medium)"	"4 (Moyen)"	"combobox.136"
  "4 (Medium)"	"4 (Moyenne)"	"combobox.113"
  "4 (Medium)"	"4 (Moyenne)"	"combobox.1032"
  "4 (Medium)"	"4 (Moyenne)"	"combobox.1183"
  "4 (Medium)"	"4 (Moyen)"	"combobox.1191"
  "4 (Medium)"	""	"combobox.1024"
"4 Weeks"	"&4 Semaines"	"menu.32784"
  "4 Weeks"	""	"combobox.1015"
"4 days"	"4 jours"	"text"
  "4 days"	"4 jours"	"combobox.1105"
"4 hours"	"4 heures"	"text"
  "4 hours"	"4 heures"	"combobox.1105"
"4 months"	"4 mois"	"combobox.1105"
"4 spaces"	"4 espaces"	"combobox.1029"
"4 weeks"	"4 semaines"	"text"
  "4 weeks"	"4 semaines"	"combobox.1105"
"4. Do you want to keep the user interface as simple as possible ?"	"4. Voulez vous garder l'interface aussi simple que possible ?"	"label"
"45 minutes"	"45 minutes"	"combobox.1174"
"5 (Medium)"	"5 (Moyenne)"	"menu.32887"
  "5 (Medium)"	"5 (Moyen)"	"combobox.136"
  "5 (Medium)"	"5 (Moyenne)"	"combobox.113"
  "5 (Medium)"	"5 (Moyenne)"	"combobox.1032"
  "5 (Medium)"	"5 (Moyenne)"	"combobox.1183"
  "5 (Medium)"	"5 (Moyen)"	"combobox.1191"
  "5 (Medium)"	""	"combobox.1024"
  "5 (Medium)"	""	"combobox.1025"
"5 Weeks"	"&5 Semaines"	"menu.32785"
  "5 Weeks"	""	"combobox.1015"
"5 days"	"5 jours"	"text"
  "5 days"	"5 jours"	"combobox.1105"
"5 hours"	"5 heures"	"text"
  "5 hours"	"5 heures"	"combobox.1105"
"5 minutes"	"5 minutes"	"combobox.1092"
"5 months"	"5 mois"	"combobox.1105"
"5 pt"	"5 pt"	"combobox.1030"
"5. Do you want to view a sample tasklist to help you get started ?"	"5. Voulez vous voir un exemple de liste de tâches pour vous aider à démarrer ?"	"label"
"6 (Medium)"	"6 (Moyenne)"	"menu.32888"
  "6 (Medium)"	""	"combobox.1024"
  "6 (Medium)"	"6 (Moyen)"	"combobox.136"
  "6 (Medium)"	"6 (Moyenne)"	"combobox.113"
  "6 (Medium)"	"6 (Moyenne)"	"combobox.1032"
  "6 (Medium)"	"6 (Moyenne)"	"combobox.1183"
  "6 (Medium)"	"6 (Moyen)"	"combobox.1191"
  "6 (Medium)"	""	"combobox.1025"
"6 Weeks"	"&6 Semaines"	"menu.32786"
  "6 Weeks"	""	"combobox.1015"
"6 days"	"6 jours"	"text"
  "6 days"	"6 jours"	"combobox.1105"
"6 hours"	"6 heures"	"text"
  "6 hours"	"6 heures"	"combobox.1105"
"6 months"	"6 mois"	"combobox.1105"
"6 pt"	"6 pt"	"combobox.1030"
"60 minutes / 1 hour"	"60 minutes / 1 heure"	"text"
  "60 minutes / 1 hour"	"0 minutes / 1 heure"	"combobox.1105"
"60 minutes"	"60 minutes"	"combobox.1174"
"60 seconds"	"60 secondes"	"combobox.1164"
"7 (High)"	"7 (Haute)"	"combobox.1032"
  "7 (High)"	"(Haute)"	"menu.32889"
"7 (Med-High)"	"7 (Moy-Haute)"	"menu.32889"
  "7 (Med-High)"	"7 (Moy-Grand)"	"combobox.136"
  "7 (Med-High)"	"7 (Moy-Haute)"	"combobox.113"
  "7 (Med-High)"	""	"combobox.1025"
  "7 (Med-High)"	""	"combobox.1024"
  "7 (Med-High)"	"7 (Moy-Grand)"	"combobox.1191"
  "7 (Med-High)"	"7 (Moy-Haute)"	"combobox.1183"
"7 Weeks"	"&7 Semaines"	"menu.32787"
  "7 Weeks"	""	"combobox.1015"
"7 days / 1 week"	"7 jours / 1 semaine"	"text"
  "7 days / 1 week"	"7 jours / 1 semaine"	"combobox.1105"
"7 pt"	"7 pt"	"combobox.1030"
"8 (High)"	"8 (Haute)"	"menu.32890"
  "8 (High)"	"8 (Grand)"	"combobox.136"
  "8 (High)"	"8 (Haute)"	"combobox.113"
  "8 (High)"	"8 (Haute)"	"combobox.1032"
  "8 (High)"	""	"combobox.1025"
  "8 (High)"	""	"combobox.1024"
  "8 (High)"	"8 (Grand)"	"combobox.1191"
  "8 (High)"	"8 (Haute)"	"combobox.1183"
"8 Weeks"	"&8 Semaines"	"menu.32788"
  "8 Weeks"	""	"combobox.1015"
"8 pt"	"8 pt"	"combobox.1030"
"8 spaces"	"8 espaces"	"combobox.1029"
"9 (High)"	"9 (Haute)"	"combobox.1032"
  "9 (High)"	"9 (Haute)"	"menu.32891"
"9 (Very High)"	"9 (Très Haute)"	"menu.32891"
  "9 (Very High)"	"9 (Très Grand)"	"combobox.136"
  "9 (Very High)"	""	"combobox.1024"
  "9 (Very High)"	""	"combobox.1025"
  "9 (Very High)"	"9 (Très Grand)"	"combobox.1191"
  "9 (Very High)"	"9 (Très Haute)"	"combobox.1183"
  "9 (Very High)"	"9 (Très Haute)"	"combobox.113"
"9 Weeks"	"&9 Semaines"	"menu.32789"
  "9 Weeks"	""	"combobox.1015"
"9 months"	"9 mois"	"combobox.1105"
"9 pt"	"9 pt"	"combobox.1030"
"< Back"	"< Retour"	"button.12323"
"<New Rule>"	"<Nouvelle règle>"	"text"
"<Tasklist Attached>"	"<Liste de Tâche Attachée>"	"text"
"<any date>"	"<date quelconque>"	"text"
"<any>"	"<tous/toutes>"	"combobox.1191"
  "<any>"	"<tous>"	"combobox.1183"
  "<any>"	"<tous>"	"text"
"<anyone>"	"<tous>"	"text"
"<no date>"	"<pas de date>"	"text"
"<nobody>"	"<personne>"	"text"
"<none>"	"<aucune>"	"combobox.1183"
  "<none>"	"<aucun>"	"combobox.1025"
  "<none>"	"<aucun>"	"combobox.1024"
  "<none>"	"<aucun>"	"combobox.136"
  "<none>"	"<aucune>"	"menu.32881"
  "<none>"	"<aucune>"	"text"
  "<none>"	"<aucun>"	"combobox.1191"
  "<none>"	"<aucun>"	"combobox.113"
"<specific date>"	"<date spécifique>"	"text"
"A connection to '%s' could not be established.\n\nWould you like to check your details and try again?"	"La connexion à '%s' n'a pas pu être établie.\n\nVoulez-vous vérifier les réglages et essayer de nouveau?"	"text"
"A simple and effective way to keep on top of your daily tasks"	"Un moyen simple et efficace de conserver en tête vos tâches quotidiennes"	"label.103"
  "A simple and effective way to keep on top of your daily tasks"	""	"text"
"A task with an ID of '%d' could not be found in the active tasklist"	"La tâche avec l'ID n°'%d' ne peut être trouvée dans la Liste de Tâches active"	"text"
"About ToDoList"	"&A propos de ToDoList"	"menu.32827"
"About"	"A propos de"	"dialog"
"About..."	"A propos de..."	"menu.32827"
"Above Priority"	"&Priorité sup. à"	"label.1182"
"Above Risk"	"Risque sup. à"	"static.1190"
  "Above Risk"	"Risque sup. à"	"label.1190"
"Above selected task"	"Au dessus de la tâche sélectionnée"	"combobox.1105"
"Accumulated"	"Accumulé"	"combobox.1348"
  "Accumulated"	""	"text"
"Active Dictionary"	"Dictionnaire actif:"	"label.1002"
  "Active Dictionary"	""	"text"
"Active Keyboard Shortcuts"	"Raccourcis clavier actifs"	"dialog"
"Active Tasklist"	"Liste des tâches &actives"	"menu.32964"
"Active Tasks"	"Tâches actives"	"text"
"Active tasklist only"	"Liste active seulement"	"radiobutton.1058"
"Active tasklist"	"Liste de tâches active"	"text"
"Add Dependency"	"Ajouter une Dépendance"	"tooltip"
"Add Rule"	"Ajouter une règle"	"text"
  "Add Rule"	"Ajouter une règle"	"tooltip"
"Add Task Dependency"	"Ajouter une dépendance"	"menu.34218"
"Add Tasklist to Source Control"	"Ajouter la liste de tâche au contrôle de version"	"menu.34378"
"Add Time to Task Log File"	"Ajouter le temps au fichier de trace de la tâche"	"menu.33263"
  "Add Time to Task Log File"	"Ajouter le temps au fichier de trace de la tâche"	"menu.34263"
"Adjusted"	"Ajusté"	"text"
"After Loading a Tasklist"	"Après l'ouverture d'une liste de tâches"	"label.1185"
"After Task"	"&Après tâche"	"menu.32799"
"Aggregate cost for the selected tasks"	"Agréger les coûts pour les tâches sélectionnées"	"text"
"Aggregate time estimate for the selected tasks"	"Agréger le temps estimé pour les tâches sélectionnées"	"text"
"Aggregate time spent on the selected tasks"	"Agréger le temps passé pour les tâches sélectionnées"	"text"
"Alignment"	"Alignement"	"label"
  "Alignment"	""	"text"
"All Files (*.*)|*.*||"	"Tous les fichiers (*.*)|*.*||"	"text"
"All Tasks"	"Toutes les tâches"	"text"
  "All Tasks"	"Toutes les tâches"	"menu.32987"
  "All Tasks"	"&Toutes les tâches"	"menu.32986"
"All attributes"	"&Tous les attributs"	"radiobutton.1249"
"All open tasklists"	"toutes les listes de tâches ouvertes"	"combobox.1114"
"All tasklists"	"Toutes les listes de tâches"	"radiobutton.1055"
"All tasks"	"&Toutes les tâches"	"radiobutton.1055"
"All"	"Tout"	"combobox.1248"
"Alloc To"	"Allouer à"	"sysheader32.1004"
"Allocated By"	"Alloué par"	"combobox.5000"
  "Allocated By"	"Alloué par"	"checklistbox.1294"
  "Allocated By"	""	"checklistbox.1149"
  "Allocated By"	"Alloué par"	"text"
  "Allocated By"	"Alloué par"	"label"
  "Allocated By"	"Alloué par"	"menu.33133"
  "Allocated By"	"Alloué par"	"checklistbox.1236"
  "Allocated By"	"&Alloué par"	"label.106"
  "Allocated By"	"Alloué par"	"checklistbox.1069"
"Allocated By:\t"	"Alloué par:\t"	"text"
"Allocated To"	"Alloué à"	"combobox.5000"
  "Allocated To"	""	"checklistbox.1149"
  "Allocated To"	"Alloué à"	"text"
  "Allocated To"	"Alloué à"	"label"
  "Allocated To"	"Alloué à"	"checklistbox.1236"
  "Allocated To"	"Alloué à"	"checklistbox.1069"
  "Allocated To"	"&Alloué à"	"label.104"
  "Allocated To"	"Alloué à"	"checklistbox.1294"
  "Allocated To"	"&Alloué à"	"menu.33137"
"Allocated To:\t"	"Alloué à:\t"	"text"
"Allocated by"	"&Alloué par"	"label.1186"
"Allocated to"	"&Alloué à"	"label.1180"
